Topic,Topic.1,Topic.2,Topic.3,Topic.4,Topic.5,Topic.6,Topic.7,Topic.8,Topic.9
2.7e-4,0.38655,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.50053,0.11106
2.1e-4,2.1e-4,2.1e-4,0.13975,2.1e-4,2.1e-4,0.4903,0.01209,0.25245,0.10437
0.98421,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175
0.10156,4.8e-4,0.7321,0.16297,4.8e-4,4.8e-4,4.8e-4,4.8e-4,4.8e-4,4.8e-4
3.6e-4,3.6e-4,0.01628,3.6e-4,0.03191,3.6e-4,3.6e-4,3.6e-4,0.32981,0.61983
0.00114,0.00114,0.00114,0.41161,0.00114,0.00114,0.00114,0.00114,0.57929,0.00114
3.1e-4,3.1e-4,0.88746,3.1e-4,0.02855,3.1e-4,0.0818,3.1e-4,3.1e-4,3.1e-4
0.03334,0.03334,0.31322,0.03334,0.03333,0.03334,0.03334,0.03334,0.42009,0.03334
3.8e-4,3.8e-4,0.25257,0.05791,0.21869,3.8e-4,3.8e-4,3.8e-4,0.46854,3.8e-4
0.00213,0.00213,0.48282,0.00213,0.00213,0.00213,0.00213,0.00213,0.50016,0.00213
0.00233,0.00233,0.84435,0.00233,0.13704,0.00233,0.00233,0.00233,0.00233,0.00233
3.2e-4,3.2e-4,0.16885,0.3752,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.45374,3.2e-4
7.7e-4,7.7e-4,0.85591,0.13793,7.7e-4,7.7e-4,7.7e-4,7.7e-4,7.7e-4,7.7e-4
4.4e-4,4.4e-4,4.4e-4,4.4e-4,0.14206,0.421,4.4e-4,0.25977,0.17453,4.4e-4
0.26074,5.8e-4,0.08973,0.17866,0.16783,0.30015,5.8e-4,5.8e-4,5.8e-4,5.8e-4
0.08898,4.4e-4,4.4e-4,4.4e-4,0.45322,0.36977,4.4e-4,0.08536,4.4e-4,4.4e-4
0.11121,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.0072,2.4e-4,0.87991
0.43334,5.2e-4,0.28542,5.2e-4,5.2e-4,5.2e-4,5.2e-4,5.2e-4,0.27759,5.2e-4
4e-4,0.20039,0.083,0.3733,0.32047,4e-4,0.02082,4e-4,4e-4,4e-4
4.1e-4,4.1e-4,0.27296,0.61213,4.1e-4,0.08255,4.1e-4,4.1e-4,0.02991,4.1e-4
5e-4,5e-4,0.49306,0.2705,5e-4,5e-4,0.23295,5e-4,5e-4,5e-4
0.98125,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208
3.4e-4,3.4e-4,3.4e-4,0.08728,3.4e-4,3.4e-4,0.91,3.4e-4,3.4e-4,3.4e-4
0.90999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.94947,1.7e-4,0.04919,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4
0.99785,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4
3.2e-4,3.2e-4,3.2e-4,0.34779,0.0247,0.34401,0.28158,3.2e-4,3.2e-4,3.2e-4
0.2096,0.00196,0.00196,0.00196,0.00196,0.16383,0.00196,0.28806,0.00196,0.32674
0.20761,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,0.78739
0.99151,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4
0.98767,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137
0.98989,0.00112,0.00112,0.00112,0.00112,0.00112,0.00112,0.00112,0.00112,0.00112
0.48686,0.00147,0.00147,0.50137,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147
5.1e-4,5.1e-4,0.2797,0.1563,5.1e-4,5.1e-4,5.1e-4,5.1e-4,0.44527,0.11566
5.5e-4,5.5e-4,0.18939,0.80623,5.5e-4,5.5e-4,5.5e-4,5.5e-4,5.5e-4,5.5e-4
0.13603,0.0197,0.07707,0.76503,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4
0.16505,3.3e-4,3.3e-4,0.33531,3.3e-4,3.3e-4,3.3e-4,0.19177,0.12389,0.18231
0.00286,0.00286,0.00286,0.00286,0.00286,0.00286,0.97428,0.00286,0.00286,0.00286
0.01781,2.4e-4,0.22315,0.02407,2.4e-4,0.11195,2.4e-4,2.4e-4,0.62184,2.4e-4
2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.99744,2.8e-4
0.01849,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,0.98035
1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,0.99838
0.03891,4.6e-4,0.05887,4.6e-4,0.18382,0.13146,4.6e-4,4.6e-4,0.4672,0.11789
0.22513,0.00093000000000000005,0.47162,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.29671,0.00093000000000000005
7.2e-4,7.2e-4,0.99352,7.2e-4,7.2e-4,7.2e-4,7.2e-4,7.2e-4,7.2e-4,7.2e-4
0.69029,0.00175,0.00175,0.18909,0.10833,0.00175,0.00176,0.00176,0.00175,0.00175
2.7e-4,2.7e-4,0.18897,2.7e-4,0.10849,2.7e-4,2.7e-4,2.7e-4,0.19986,0.50108
0.08953,9.5e-4,0.27771,9.5e-4,9.5e-4,9.5e-4,9.5e-4,0.62609,9.5e-4,9.5e-4
5.2e-4,5.2e-4,0.50016,5.2e-4,0.08367,5.2e-4,5.2e-4,0.41252,5.2e-4,5.2e-4
0.96243,2.2e-4,2.2e-4,2.2e-4,2.2e-4,0.02452,2.2e-4,2.2e-4,2.2e-4,0.01148
0.00968,1e-4,0.05086,1e-4,0.01464,0.07574,1e-4,0.0904,1e-4,0.75828
0.00111,0.00111,0.65005,0.00111,0.00111,0.07256,0.00111,0.00111,0.26961,0.00111
1.1e-4,1.1e-4,0.24608,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,0.75305,1.1e-4
0.12667,2.7e-4,0.30542,0.33842,2.7e-4,2.7e-4,0.11564,2.7e-4,0.11249,2.7e-4
0.49172,0.00139,0.22946,0.23783,0.03264,0.00139,0.00139,0.00139,0.00139,0.00139
0.13115,5.7e-4,0.46088,0.09098,0.07546,5.7e-4,0.21977,0.01948,5.7e-4,5.7e-4
0.07855,2.8e-4,0.13684,2.8e-4,2.8e-4,2.8e-4,2.9e-4,2.8e-4,0.78262,2.8e-4
2.8e-4,2.8e-4,0.67146,2.8e-4,2.8e-4,2.8e-4,0.32626,2.8e-4,2.8e-4,2.8e-4
4.1e-4,4.1e-4,0.36633,0.63039,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4
5.2e-4,5.2e-4,5.2e-4,5.2e-4,5.2e-4,5.2e-4,0.11135,0.88446,5.2e-4,5.2e-4
0.66711,0.00103,0.32464,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103
0.17293,4.5e-4,0.31279,4.5e-4,4.5e-4,4.5e-4,4.5e-4,0.04066,0.47089,4.5e-4
0.00105,0.03347,0.00105,0.00105,0.23462,0.00105,0.00105,0.00105,0.626,0.0996
4.8e-4,4.8e-4,0.76077,4.8e-4,4.8e-4,4.8e-4,0.23537,4.8e-4,4.8e-4,4.8e-4
0.001,0.001,0.68105,0.26568,0.001,0.001,0.001,0.001,0.04627,0.001
2.5e-4,2.5e-4,0.50501,2.5e-4,2.5e-4,2.5e-4,0.49299,2.5e-4,2.5e-4,2.5e-4
4.3e-4,0.56176,4.3e-4,4.3e-4,4.3e-4,0.29298,4.3e-4,4.3e-4,0.14223,4.3e-4
1.8e-4,0.03462,1.8e-4,0.0633,1.8e-4,1.8e-4,1.8e-4,1.8e-4,0.81429,0.0867
0.2605,9.7e-4,9.7e-4,0.22711,9.7e-4,9.7e-4,9.7e-4,9.7e-4,0.50559,9.7e-4
0.10345,3e-4,0.21263,0.33615,3e-4,3e-4,3e-4,3e-4,0.18981,0.15644
0.01832,0.61268,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.36754
2.2e-4,2.2e-4,2.2e-4,0.35618,0.22437000000000001,0.14444,2.2e-4,2.2e-4,0.27368,2.2e-4
6.4e-4,6.4e-4,0.52255,6.4e-4,6.4e-4,6.4e-4,0.31913,0.05948,0.095,6.4e-4
0.50367,0.00102,0.00102,0.48816,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.99887
0.20514,6.8e-4,0.60061,0.18949,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4
4.4e-4,4.4e-4,0.44412,0.11058,4.4e-4,4.4e-4,4.4e-4,4.4e-4,0.44219,4.4e-4
0.18633,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,0.16453,0.64438
1.3e-4,1.3e-4,0.10153,0.05612,0.04474,1.3e-4,1.3e-4,1.3e-4,0.23173,0.56525
6.1e-4,6.1e-4,6.1e-4,6.1e-4,6.1e-4,6.1e-4,6.1e-4,6.1e-4,0.93308,0.06201
3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.42711,0.56987
4.9e-4,4.9e-4,0.25537,0.57441,4.9e-4,0.05663,0.11063,4.9e-4,4.9e-4,4.9e-4
7.8e-4,7.8e-4,0.42963,0.56417,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4
4.5e-4,4.5e-4,0.5067,0.48973,4.5e-4,4.5e-4,4.5e-4,4.5e-4,4.5e-4,4.5e-4
0.06456,6.5e-4,6.5e-4,0.21344,0.28502,0.34334,6.5e-4,0.02688,6.5e-4,0.06413
3.5e-4,3.5e-4,0.69359,0.17833,0.01902,3.5e-4,0.0827,3.5e-4,3.5e-4,0.02463
0.31234,2.3e-4,0.26336,0.39545,0.02747,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4
4.4e-4,4.4e-4,0.06263,0.15151,4.4e-4,4.4e-4,4.4e-4,4.4e-4,0.12682,0.65642
5.8e-4,5.8e-4,0.01435,5.8e-4,0.02769,0.77305,5.8e-4,5.8e-4,0.18141,5.8e-4
0.11354,0.35802,5.8e-4,5.8e-4,5.8e-4,5.8e-4,5.8e-4,0.12115,0.37107,0.03332
3.3e-4,3.3e-4,0.06815,3.3e-4,0.13763,3.3e-4,3.3e-4,3.3e-4,0.79191,3.3e-4
0.05404,3.5e-4,0.05673,3.5e-4,3.5e-4,3.5e-4,3.5e-4,0.01708,0.87003,3.5e-4
0.15152,0.05363,3.2e-4,0.26877,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.52418,3.2e-4
3.7e-4,3.7e-4,0.5861,3.7e-4,3.7e-4,0.03288,3.7e-4,0.05204,3.7e-4,0.32679
5.2e-4,5.2e-4,0.31679,0.51361,5.2e-4,5.2e-4,5.2e-4,5.2e-4,0.14167,0.02484
3.3e-4,0.01668,3.3e-4,0.77546,3.3e-4,3.3e-4,0.20554,3.3e-4,3.3e-4,3.3e-4
1.7e-4,1.7e-4,1.7e-4,0.04028,1.7e-4,1.7e-4,0.06263,1.7e-4,1.7e-4,0.89588
0.0729,5.7e-4,0.32007,0.40094,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.20264,5.7e-4
0.24274,0.15298,0.00175,0.00175,0.00175,0.00175,0.00175,0.42121,0.00176,0.17253
0.00145,0.00145,0.00145,0.73715,0.00145,0.00145,0.00145,0.00145,0.25125,0.00145
0.3655,4e-4,4e-4,0.11146,4e-4,4e-4,4e-4,0.06392,0.45675,4e-4
0.21168,3.5e-4,0.32495,0.15777,0.09767,3.5e-4,0.12213,3.5e-4,0.08438,3.5e-4
1.9e-4,0.03597,0.02063,1.9e-4,1.9e-4,0.03145,1.9e-4,1.9e-4,0.05746,0.85353
2.7e-4,0.41922,2.7e-4,0.12694,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.45199
0.18245,3.4e-4,0.08637,0.51218,3.4e-4,3.4e-4,0.08478,3.4e-4,0.13254,3.4e-4
0.55509,9.4e-4,9.4e-4,0.12295,9.4e-4,9.4e-4,9.4e-4,0.04636,9.4e-4,0.26993
0.03827,7e-4,0.9561,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4
2.3e-4,2.3e-4,0.1931,0.18356,0.0462,0.06406,2.3e-4,2.3e-4,0.15243,0.35972
0.05071,4.7e-4,0.13301,0.65115,4.7e-4,4.7e-4,4.7e-4,4.7e-4,0.16228,4.7e-4
3.1e-4,3.1e-4,0.70192,0.26998,3.1e-4,3.1e-4,0.02591,3.1e-4,3.1e-4,3.1e-4
0.08415,4.1e-4,0.64991,4.1e-4,4.1e-4,4.1e-4,0.26307,4.1e-4,4.1e-4,4.1e-4
3.5e-4,3.5e-4,3.5e-4,0.43439,3.5e-4,3.5e-4,0.56277,3.5e-4,3.5e-4,3.5e-4
3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.99697
5.6e-4,5.6e-4,0.64166,0.3539,5.6e-4,5.6e-4,5.6e-4,5.6e-4,5.6e-4,5.6e-4
2.3e-4,0.01059,0.57755,0.41023,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4
7.4e-4,7.4e-4,0.42197,0.5721,7.4e-4,7.4e-4,7.4e-4,7.4e-4,7.4e-4,7.4e-4
3.5e-4,3.5e-4,3.5e-4,0.99681,3.5e-4,3.5e-4,3.5e-4,3.5e-4,3.5e-4,3.5e-4
5e-4,0.09774,5e-4,0.88668,5e-4,5e-4,5e-4,0.01209,5e-4,5e-4
6.9e-4,6.9e-4,0.166,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,0.82848,6.9e-4
3.3e-4,3.3e-4,0.56512,0.33408,3.3e-4,3.3e-4,0.09846,3.3e-4,3.3e-4,3.3e-4
6.5e-4,6.5e-4,0.99415,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4
5.8e-4,5.8e-4,0.4662,0.30262,5.8e-4,5.8e-4,5.8e-4,0.01646,0.21122,5.8e-4
4.2e-4,4.2e-4,4.2e-4,0.21298,0.06917,4.2e-4,0.45101,4.2e-4,0.2643,4.2e-4
0.6185,0.02505,2.3e-4,0.10849,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.20908,0.03774
0.04542,1.7e-4,1.7e-4,1.7e-4,0.02128,0.05954,0.03464,1.7e-4,0.79619,0.04223
4.4e-4,4.4e-4,0.12254,0.09954,0.17558000000000001,4.4e-4,0.59971,4.4e-4,4.4e-4,4.4e-4
0.78823,8.6e-4,8.6e-4,0.0838,8.6e-4,8.6e-4,8.6e-4,8.6e-4,0.12193,8.6e-4
0.35005,0.00175,0.00175,0.00175,0.00175,0.00175,0.06906,0.00175,0.5686,0.00175
6.8e-4,6.8e-4,0.52753,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,0.46707
0.72833,0.00149,0.00149,0.00149,0.00149,0.00149,0.02161,0.00149,0.16673,0.07437
2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.99777
0.06522,4e-4,0.21721,4e-4,0.33066,4e-4,4e-4,4e-4,4e-4,0.38448
0.31526,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,0.64931,0.03429
0.11557,5.8e-4,0.83413,5.8e-4,5.8e-4,0.04625,5.8e-4,5.8e-4,5.8e-4,5.8e-4
0.09645,6e-4,0.1535,0.74588,6e-4,6e-4,6e-4,6e-4,6e-4,6e-4
0.00123,0.00123,0.24759,0.74253,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123
1.2e-4,1.2e-4,0.34953,1.2e-4,1.2e-4,0.11625,1.2e-4,1.2e-4,0.32541,0.20812
0.16812,0.30036,6e-4,0.22639,6e-4,6e-4,6e-4,6e-4,0.30154,6e-4
1.6e-4,0.25846,1.6e-4,0.04811,0.10833,0.5617,1.6e-4,0.02261,1.6e-4,1.6e-4
3.7e-4,3.7e-4,0.01168,3.7e-4,3.7e-4,3.7e-4,3.7e-4,0.61354,3.7e-4,0.37222
2.6e-4,0.03671,2.6e-4,0.14809,0.01805,0.41629,2.6e-4,2.6e-4,0.37956,2.6e-4
5.7e-4,5.7e-4,0.32506,0.51108,5.7e-4,5.7e-4,0.15983,5.7e-4,5.7e-4,5.7e-4
0.0125,0.0125,0.70726,0.19273,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
0.11883,3.8e-4,0.78502,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.09347
3.3e-4,0.03222,0.52195,3.3e-4,0.06554,3.3e-4,3.3e-4,3.3e-4,0.34307,0.03555
6e-4,6e-4,0.99461,6e-4,6e-4,6e-4,6e-4,6e-4,6e-4,6e-4
7.8e-4,7.8e-4,0.31659,0.67716,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4
2.7e-4,2.7e-4,2.7e-4,0.28246,0.07179,0.59912,2.7e-4,2.7e-4,2.7e-4,0.04499
3.3e-4,0.21535,0.13458,0.44184,3.3e-4,3.3e-4,0.04026,3.3e-4,0.16632,3.3e-4
0.98656,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149
0.24342,6e-4,6e-4,0.57775,6e-4,6e-4,6e-4,6e-4,0.17461,6e-4
0.00116,0.00116,0.97108,0.00116,0.01962,0.00116,0.00116,0.00116,0.00116,0.00116
0.4986,0.0017,0.48784,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
5.1e-4,5.1e-4,0.3009,0.55582,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,0.13975
0.63609,0.00128,0.18913,0.11893,0.00128,0.00128,0.04816,0.00128,0.00128,0.00128
4.3e-4,4.3e-4,0.93824,4.3e-4,4.3e-4,4.3e-4,0.05831,4.3e-4,4.3e-4,4.3e-4
3.7e-4,0.30298,0.38656,3.7e-4,3.7e-4,0.06287,3.7e-4,0.24536,3.7e-4,3.7e-4
0.05135,5.7e-4,0.23174,0.59901,0.03733,5.7e-4,5.7e-4,5.7e-4,0.07774,5.7e-4
4.6e-4,4.6e-4,0.81939,0.09264,4.6e-4,0.08472,4.6e-4,4.6e-4,4.6e-4,4.6e-4
0.11427,3.7e-4,0.55907,0.29896,3.7e-4,0.02551,3.7e-4,3.7e-4,3.7e-4,3.7e-4
4.6e-4,4.6e-4,0.89562,0.10068,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4
5.1e-4,5.1e-4,0.47216,0.52374,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4
5.7e-4,5.7e-4,0.46342,0.31234,5.7e-4,0.14754,0.07328,5.7e-4,5.7e-4,5.7e-4
2.3e-4,2.3e-4,0.72465,0.23569,0.03804,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4
0.16783,5.6e-4,0.6079,0.22038,5.6e-4,5.6e-4,5.6e-4,5.6e-4,5.6e-4,5.6e-4
5.3e-4,0.28693,0.70883,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4
2.2e-4,2.2e-4,0.97717,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,0.02105
8.5e-4,8.5e-4,0.99237,8.5e-4,8.5e-4,8.5e-4,8.5e-4,8.5e-4,8.5e-4,8.5e-4
2.2e-4,2.2e-4,0.32806,0.54844,2.2e-4,0.055,2.2e-4,0.03031,2.2e-4,0.03711
2.4e-4,2.4e-4,0.17337,2.4e-4,2.4e-4,0.37562,2.4e-4,0.44933,2.4e-4,2.4e-4
3.8e-4,3.8e-4,0.55481,0.44213,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4
0.00164,0.00164,0.8101,0.17678,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164
3.5e-4,3.5e-4,0.08583,3.5e-4,0.30734,0.0848,3.5e-4,0.43308,3.5e-4,0.08721
2.7e-4,0.31777,0.47014,0.12085,0.03747,0.0524,2.7e-4,2.7e-4,2.7e-4,2.7e-4
3.2e-4,3.2e-4,0.55896,3.2e-4,3.2e-4,0.25439,0.18438,3.2e-4,3.2e-4,3.2e-4
0.2044,5.1e-4,0.2545,0.3012,5.1e-4,5.1e-4,0.21319,5.1e-4,0.02418,5.1e-4
0.00133,0.00133,0.91535,0.07398,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133
4.8e-4,4.8e-4,0.4149,4.8e-4,4.8e-4,0.10575,0.47596,4.8e-4,4.8e-4,4.8e-4
4.3e-4,0.94279,4.3e-4,4.3e-4,0.05381,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4
0.04345,0.4391,0.43471,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.06571,0.01596
0.09873,0.67232,1.2e-4,1.2e-4,1.2e-4,0.02596,1.2e-4,1.2e-4,0.20226,1.2e-4
0.11333,0.00167,0.00167,0.00167,0.10198,0.61545,0.15924,0.00167,0.00167,0.00167
0.09124,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,0.1507,0.75598
0.05954,5.3e-4,5.3e-4,0.04251,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4,0.89427
6.8e-4,6.8e-4,0.51645,0.31546,0.16337,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4
6e-4,6e-4,0.48543,0.22472,6e-4,6e-4,0.28568,6e-4,6e-4,6e-4
0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.00769,0.93076,0.00769,0.00769
0.17574,2.3e-4,0.23489,0.14182,2.3e-4,2.3e-4,0.44614,2.3e-4,2.3e-4,2.3e-4
3.4e-4,3.4e-4,0.64409,3.4e-4,3.4e-4,0.35317,3.4e-4,3.4e-4,3.4e-4,3.4e-4
3.5e-4,3.5e-4,0.36541,3.5e-4,3.5e-4,3.5e-4,0.63178,3.5e-4,3.5e-4,3.5e-4
0.17711,7.9e-4,0.32417,7.9e-4,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.49321,7.9e-4
1.8e-4,1.8e-4,0.41232,0.19005,0.01264,0.38394,1.8e-4,1.8e-4,1.8e-4,1.8e-4
0.31375,0.06884,2.3e-4,0.49034,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.12566,2.3e-4
6.1e-4,6.1e-4,6.1e-4,6.1e-4,6.1e-4,0.05584,6.1e-4,0.46478,0.38832,0.08742
2.3e-4,0.03083,0.12635,2.3e-4,2.3e-4,0.15581,2.3e-4,2.3e-4,0.68564,2.3e-4
7.9e-4,7.9e-4,7.9e-4,0.63556,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.35809,7.9e-4
3.6e-4,3.6e-4,3.6e-4,0.92102,3.6e-4,3.6e-4,3.6e-4,3.6e-4,0.07612,3.6e-4
0.17888,0.45242,0.28413,6.4e-4,6.4e-4,6.4e-4,6.4e-4,0.06166,6.4e-4,0.01973
3.8e-4,0.35134,0.07483,0.15665,0.24492,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.17038
2.7e-4,0.02188,2.7e-4,0.0607,0.18523,0.2072,2.7e-4,2.7e-4,0.36283,0.16107
2.3e-4,0.95051,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.04765
0.12316,0.08145,4.1e-4,4.1e-4,0.04278,4.1e-4,4.1e-4,4.1e-4,0.48828,0.26227
1.5e-4,0.01327,0.62457,0.04178,1.5e-4,1.5e-4,0.06301,0.03847,0.20164,0.0168
0.01561,0.25162,5.7e-4,0.14875,5.7e-4,0.1813,5.7e-4,0.03127,0.10362,0.26614
7.6e-4,0.33628,7.6e-4,7.6e-4,0.04113,7.6e-4,7.6e-4,7.6e-4,0.61728,7.6e-4
0.30635,2.9e-4,2.9e-4,0.07846,2.9e-4,2.9e-4,2.9e-4,0.00602,0.6074,2.9e-4
0.09763,0.24082,0.05974,0.0807,0.0436,0.38309,0.09366,2.6e-4,2.6e-4,2.6e-4
0.23873,4.4e-4,0.08028,4.4e-4,4.4e-4,4.4e-4,4.4e-4,0.05304,0.24462,0.38115
0.22592,0.12568,3.4e-4,0.47596,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.17042,3.4e-4
3.6e-4,0.18084,3.6e-4,3.6e-4,0.04681,3.6e-4,3.6e-4,3.6e-4,0.76986,3.6e-4
3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,0.78211,0.21522,3.3e-4
2.6e-4,0.03561,2.6e-4,0.05762,0.39496,2.6e-4,2.6e-4,2.6e-4,0.13722,0.37328
3.3e-4,0.42311,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,0.40036,0.17421
0.006,0.09749,3.4e-4,3.4e-4,0.205,3.4e-4,3.4e-4,3.4e-4,0.68949,3.4e-4
3.5e-4,0.65735,3.5e-4,3.5e-4,3.5e-4,0.1042,3.5e-4,3.5e-4,0.17765,0.05871
2e-4,2e-4,0.24434,0.49243,2e-4,2e-4,2e-4,2e-4,0.26184,2e-4
5.3e-4,5.3e-4,0.42114,5.3e-4,0.14849,5.3e-4,0.3417,5.3e-4,5.3e-4,0.08551
0.11196,0.45712,4.3e-4,4.3e-4,0.05108,4.3e-4,0.03372,4.3e-4,0.34394,4.3e-4
1.4e-4,0.11149,1.4e-4,0.1181,1.4e-4,1.4e-4,1.4e-4,0.10855,0.65525,0.00589
0.10361,0.56964,4.9e-4,0.08127,0.24256,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4
0.00143,0.12527,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.8633,0.00143
4.4e-4,4.4e-4,0.30744,4.4e-4,4.4e-4,0.01174,4.4e-4,0.01017,0.66801,4.4e-4
3.7e-4,0.64653,3.7e-4,0.14042,3.7e-4,3.7e-4,3.7e-4,3.7e-4,0.21047,3.7e-4
0.15091,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,0.84219,8.6e-4
0.15009,3e-4,3e-4,0.37874,3e-4,3e-4,0.46906,3e-4,3e-4,3e-4
0.00364,1.8e-4,0.24734,0.42618,0.32178,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4
0.10519,0.09336,5.7e-4,0.31653,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.48153,5.7e-4
0.0946,3.1e-4,0.74731,3.1e-4,3.1e-4,3.1e-4,0.15595,3.1e-4,3.1e-4,3.1e-4
5.6e-4,5.6e-4,5.6e-4,0.53478,5.6e-4,5.6e-4,5.6e-4,5.6e-4,0.46077,5.6e-4
5.5e-4,5.5e-4,0.77601,0.21962,5.5e-4,5.5e-4,5.5e-4,5.5e-4,5.5e-4,5.5e-4
0.23059,4.3e-4,0.60861,4.3e-4,4.3e-4,0.15778,4.3e-4,4.3e-4,4.3e-4,4.3e-4
